Park township                        | Ottawa         |      17802
Leoni township                       | Jackson        |      13807
Lincoln township                     | Huron          |        807
Elmer township                       | Sanilac        |        806
Lake township                        | Missaukee      |       2800
Shelby charter township              | Macomb         |      73804
Plainwell city                       | Allegan        |       3804
Ravenna township                     | Muskegon       |       2905
River Rouge city                     | Wayne          |       7903
Bessemer city                        | Gogebic        |       1905
Case township                        | Presque Isle   |        903
Caspian city                         | Iron           |        906
Ferndale city                        | Oakland        |      19900
Marquette charter township           | Marquette      |       3905
Bloomer township                     | Montcalm       |       3904
Chocolay charter township            | Marquette      |       5903
Winsor township                      | Huron          |       1907
Arenac township                      | Arenac         |        903
Clement township                     | Gladwin        |        901
Egelston township                    | Muskegon       |       9909
Evart city                           | Osceola        |       1903
Grant township                       | Mason          |        909
Standish township                    | Arenac         |       1900
South Haven city                     | Allegan        |          3
Brown City city                      | Lapeer         |          9
Fenton city                          | Oakland        |          0
Niles city                           | Cass           |          1
Richmond city                        | St. Clair      |          2
Flat Rock city                       | Monroe         |          0
Grand Ledge city                     | Clinton        |          2
